EMC,Location,Analyte,Flow,Run
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,10
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,11
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,11
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,11
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,11
0.193000003695488,1671569331_MN,Phosphorus,Inflow,11
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,11
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,11
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,11
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,11
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,11
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,11
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,11
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,11
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,11
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,11
0.153999999165535,1671569331_MN,Phosphorus,Inflow,11
0.181999996304512,1671569331_MN,Phosphorus,Inflow,11
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,11
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,11
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,11
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,12
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,12
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,12
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,12
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,12
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,12
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,12
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,12
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,12
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,12
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,12
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,12
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,12
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,12
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,12
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,12
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,12
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,12
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,12
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,12
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,13
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,13
0.153999999165535,1671569331_MN,Phosphorus,Inflow,13
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,13
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,13
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,13
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,13
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,13
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,13
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,13
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,13
0.257999986410141,1671569331_MN,Phosphorus,Inflow,13
0.1049999967217445,1671569331_MN,Phosphorus,Inflow,13
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,13
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,13
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,13
0.2240000069141388,1671569331_MN,Phosphorus,Inflow,13
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,13
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,13
0.2119999974966049,1671569331_MN,Phosphorus,Inflow,13
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,14
0.257999986410141,1671569331_MN,Phosphorus,Inflow,14
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,14
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,14
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,14
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,14
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,14
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,14
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,14
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,14
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,14
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,14
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,14
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,14
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,14
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,14
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,14
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,14
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,14
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,14
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,15
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,15
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,15
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,15
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,15
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,15
0.181999996304512,1671569331_MN,Phosphorus,Inflow,15
0.324999988079071,1671569331_MN,Phosphorus,Inflow,15
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,15
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,15
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,15
0.2259999960660934,1671569331_MN,Phosphorus,Inflow,15
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,15
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,15
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,15
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,15
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,15
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,15
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,15
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,15
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,16
0.193000003695488,1671569331_MN,Phosphorus,Inflow,16
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,16
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,16
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,16
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,16
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,16
0.153999999165535,1671569331_MN,Phosphorus,Inflow,16
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,16
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,16
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,16
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,16
0.181999996304512,1671569331_MN,Phosphorus,Inflow,16
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,16
0.1920000016689301,1671569331_MN,Phosphorus,Inflow,16
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,16
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,16
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,16
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,16
0.382999986410141,1671569331_MN,Phosphorus,Inflow,16
0.2599999904632568,1671569331_MN,Phosphorus,Inflow,17
0.1519999951124191,1671569331_MN,Phosphorus,Inflow,17
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,17
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,17
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,17
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,17
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,17
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,17
0.193000003695488,1671569331_MN,Phosphorus,Inflow,17
0.324999988079071,1671569331_MN,Phosphorus,Inflow,17
0.2240000069141388,1671569331_MN,Phosphorus,Inflow,17
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,17
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,17
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,17
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,17
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,17
0.3779999911785126,1671569331_MN,Phosphorus,Inflow,17
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,17
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,17
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,17
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,18
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,18
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,18
0.1650000065565109,1671569331_MN,Phosphorus,Inflow,18
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,18
0.1620000004768372,1671569331_MN,Phosphorus,Inflow,18
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,18
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,18
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,18
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,18
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,18
1.299999952316284,1671569331_MN,Phosphorus,Inflow,18
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,18
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,18
0.2240000069141388,1671569331_MN,Phosphorus,Inflow,18
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,18
0.1430000066757202,1671569331_MN,Phosphorus,Inflow,18
0.257999986410141,1671569331_MN,Phosphorus,Inflow,18
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,18
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,18
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,19
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,19
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,19
0.1209999993443489,1671569331_MN,Phosphorus,Inflow,19
0.257999986410141,1671569331_MN,Phosphorus,Inflow,19
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,19
0.324999988079071,1671569331_MN,Phosphorus,Inflow,19
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,19
0.181999996304512,1671569331_MN,Phosphorus,Inflow,19
0.1969999969005585,1671569331_MN,Phosphorus,Inflow,19
0.1169999986886978,1671569331_MN,Phosphorus,Inflow,19
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,19
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,19
0.1389999985694885,1671569331_MN,Phosphorus,Inflow,19
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,19
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,19
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,19
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,19
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,19
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,19
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,20
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,20
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,20
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,20
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,20
0.1509999930858612,1671569331_MN,Phosphorus,Inflow,20
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,20
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,20
1.299999952316284,1671569331_MN,Phosphorus,Inflow,20
0.2010000050067902,1671569331_MN,Phosphorus,Inflow,20
0.7039999961853027,1671569331_MN,Phosphorus,Inflow,20
0.3490000069141388,1671569331_MN,Phosphorus,Inflow,20
0.382999986410141,1671569331_MN,Phosphorus,Inflow,20
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,20
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,20
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,20
0.0860000029206276,1671569331_MN,Phosphorus,Inflow,20
0.324999988079071,1671569331_MN,Phosphorus,Inflow,20
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,20
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,20
0.4659999907016754,1671569331_MN,Phosphorus,Inflow,21
0.3549999892711639,1671569331_MN,Phosphorus,Inflow,21
0.1659999936819077,1671569331_MN,Phosphorus,Inflow,21
0.4239999949932098,1671569331_MN,Phosphorus,Inflow,21
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,21
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,21
0.1949999928474426,1671569331_MN,Phosphorus,Inflow,21
0.1299999952316284,1671569331_MN,Phosphorus,Inflow,21
0.324999988079071,1671569331_MN,Phosphorus,Inflow,21
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,21
0.8450000286102295,1671569331_MN,Phosphorus,Inflow,21
0.6359999775886536,1671569331_MN,Phosphorus,Inflow,21
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,21
0.2070000022649765,1671569331_MN,Phosphorus,Inflow,21
0.119999997317791,1671569331_MN,Phosphorus,Inflow,21
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,21
0.2160000056028366,1671569331_MN,Phosphorus,Inflow,21
0.1529999971389771,1671569331_MN,Phosphorus,Inflow,21
0.1770000010728836,1671569331_MN,Phosphorus,Inflow,21
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,21
0.1330000013113022,1671569331_MN,Phosphorus,Inflow,22
0.4639999866485596,1671569331_MN,Phosphorus,Inflow,22
0.324999988079071,1671569331_MN,Phosphorus,Inflow,22
0.2240000069141388,1671569331_MN,Phosphorus,Inflow,22
0.119999997317791,1671569331_MN,Phosphorus,Inflow,22
0.181999996304512,1671569331_MN,Phosphorus,Inflow,22
0.1309999972581863,1671569331_MN,Phosphorus,Inflow,22
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,22
0.1150000020861626,1671569331_MN,Phosphorus,Inflow,22
0.257999986410141,1671569331_MN,Phosphorus,Inflow,22
0.08100000023841858,1671569331_MN,Phosphorus,Inflow,22
0.1289999932050705,1671569331_MN,Phosphorus,Inflow,22
0.3549999892711639,1671569331_MN,Phosphorus,Inflow,22
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,22
0.2460000067949295,1671569331_MN,Phosphorus,Inflow,22
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,22
1.460000038146973,1671569331_MN,Phosphorus,Inflow,22
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,22
0.06400000303983688,1671569331_MN,Phosphorus,Inflow,22
0.1759999990463257,1671569331_MN,Phosphorus,Inflow,22
0.4129999876022339,1671569331_MN,Phosphorus,Inflow,23
0.181999996304512,1671569331_MN,Phosphorus,Inflow,23
0.1990000009536743,1671569331_MN,Phosphorus,Inflow,23
0.1599999964237213,1671569331_MN,Phosphorus,Inflow,23
0.1669999957084656,1671569331_MN,Phosphorus,Inflow,23
0.5910000205039978,1671569331_MN,Phosphorus,Inflow,23
0.1630000025033951,1671569331_MN,Phosphorus,Inflow,23
0.1469999998807907,1671569331_MN,Phosphorus,Inflow,23
0.1459999978542328,1671569331_MN,Phosphorus,Inflow,23
0.1790000051259995,1671569331_MN,Phosphorus,Inflow,23
0.1710000038146973,1671569331_MN,Phosphorus,Inflow,23
0.2560000121593475,1671569331_MN,Phosphorus,Inflow,23
